Feature,Value,Model,test_set
error,0,"ExtraTreesRegressor(n_jobs=-1, random_state=5094)","('subject_15', 'subject_19', 'subject_26')"
error,0,LGBMRegressor(random_state=5094),"('subject_15', 'subject_19', 'subject_26')"
error,0,Lars(random_state=5094),"('subject_15', 'subject_19', 'subject_26')"
error,0,LinearRegression(n_jobs=-1),"('subject_15', 'subject_19', 'subject_26')"
error,0,Ridge(random_state=5094),"('subject_15', 'subject_19', 'subject_26')"
error,0,OrthogonalMatchingPursuit(),"('subject_15', 'subject_19', 'subject_26')"
error,0,ElasticNet(random_state=5094),"('subject_15', 'subject_19', 'subject_26')"
error,0,Lasso(random_state=5094),"('subject_15', 'subject_19', 'subject_26')"
error,0,LassoLars(random_state=5094),"('subject_15', 'subject_19', 'subject_26')"
error,0,BayesianRidge(),"('subject_15', 'subject_19', 'subject_26')"
error,0,DummyRegressor(),"('subject_15', 'subject_19', 'subject_26')"
error,0,HuberRegressor(),"('subject_15', 'subject_19', 'subject_26')"
error,0,KNeighborsRegressor(n_jobs=-1),"('subject_15', 'subject_19', 'subject_26')"
error,0,DecisionTreeRegressor(random_state=5094),"('subject_15', 'subject_19', 'subject_26')"
error,0,PassiveAggressiveRegressor(random_state=5094),"('subject_15', 'subject_19', 'subject_26')"
error,0,"RandomForestRegressor(n_jobs=-1, random_state=6268)","('subject_15', 'subject_19', 'subject_27')"
error,0,GradientBoostingRegressor(random_state=6268),"('subject_15', 'subject_19', 'subject_27')"
error,0,LGBMRegressor(random_state=6268),"('subject_15', 'subject_19', 'subject_27')"
error,0,AdaBoostRegressor(random_state=6268),"('subject_15', 'subject_19', 'subject_27')"
error,0,"ExtraTreesRegressor(n_jobs=-1, random_state=6268)","('subject_15', 'subject_19', 'subject_27')"
error,0,LinearRegression(n_jobs=-1),"('subject_15', 'subject_19', 'subject_27')"
error,0,Ridge(random_state=6268),"('subject_15', 'subject_19', 'subject_27')"
error,0,OrthogonalMatchingPursuit(),"('subject_15', 'subject_19', 'subject_27')"
error,0,ElasticNet(random_state=6268),"('subject_15', 'subject_19', 'subject_27')"
error,0,Lars(random_state=6268),"('subject_15', 'subject_19', 'subject_27')"
error,0,Lasso(random_state=6268),"('subject_15', 'subject_19', 'subject_27')"
error,0,LassoLars(random_state=6268),"('subject_15', 'subject_19', 'subject_27')"
error,0,BayesianRidge(),"('subject_15', 'subject_19', 'subject_27')"
error,0,HuberRegressor(),"('subject_15', 'subject_19', 'subject_27')"
error,0,DummyRegressor(),"('subject_15', 'subject_19', 'subject_27')"
error,0,KNeighborsRegressor(n_jobs=-1),"('subject_15', 'subject_19', 'subject_27')"
error,0,DecisionTreeRegressor(random_state=6268),"('subject_15', 'subject_19', 'subject_27')"
error,0,PassiveAggressiveRegressor(random_state=6268),"('subject_15', 'subject_19', 'subject_27')"
error,0,"RandomForestRegressor(n_jobs=-1, random_state=5600)","('subject_15', 'subject_19', 'subject_28')"
error,0,GradientBoostingRegressor(random_state=5600),"('subject_15', 'subject_19', 'subject_28')"
error,0,AdaBoostRegressor(random_state=5600),"('subject_15', 'subject_19', 'subject_28')"
error,0,LGBMRegressor(random_state=5600),"('subject_15', 'subject_19', 'subject_28')"
error,0,LinearRegression(n_jobs=-1),"('subject_15', 'subject_19', 'subject_28')"
error,0,Ridge(random_state=5600),"('subject_15', 'subject_19', 'subject_28')"
error,0,"ExtraTreesRegressor(n_jobs=-1, random_state=5600)","('subject_15', 'subject_19', 'subject_28')"
error,0,OrthogonalMatchingPursuit(),"('subject_15', 'subject_19', 'subject_28')"
error,0,ElasticNet(random_state=5600),"('subject_15', 'subject_19', 'subject_28')"
error,0,BayesianRidge(),"('subject_15', 'subject_19', 'subject_28')"
error,0,Lars(random_state=5600),"('subject_15', 'subject_19', 'subject_28')"
error,0,Lasso(random_state=5600),"('subject_15', 'subject_19', 'subject_28')"
error,0,LassoLars(random_state=5600),"('subject_15', 'subject_19', 'subject_28')"
error,0,HuberRegressor(),"('subject_15', 'subject_19', 'subject_28')"
error,0,DummyRegressor(),"('subject_15', 'subject_19', 'subject_28')"
error,0,KNeighborsRegressor(n_jobs=-1),"('subject_15', 'subject_19', 'subject_28')"
error,0,PassiveAggressiveRegressor(random_state=5600),"('subject_15', 'subject_19', 'subject_28')"
error,0,DecisionTreeRegressor(random_state=5600),"('subject_15', 'subject_19', 'subject_28')"
error,0,"RandomForestRegressor(n_jobs=-1, random_state=4231)","('subject_15', 'subject_19', 'subject_29')"
error,0,LGBMRegressor(random_state=4231),"('subject_15', 'subject_19', 'subject_29')"
error,0,"ExtraTreesRegressor(n_jobs=-1, random_state=4231)","('subject_15', 'subject_19', 'subject_29')"
error,0,GradientBoostingRegressor(random_state=4231),"('subject_15', 'subject_19', 'subject_29')"
error,0,AdaBoostRegressor(random_state=4231),"('subject_15', 'subject_19', 'subject_29')"
error,0,LinearRegression(n_jobs=-1),"('subject_15', 'subject_19', 'subject_29')"
error,0,Ridge(random_state=4231),"('subject_15', 'subject_19', 'subject_29')"
error,0,Lars(random_state=4231),"('subject_15', 'subject_19', 'subject_29')"
error,0,ElasticNet(random_state=4231),"('subject_15', 'subject_19', 'subject_29')"
error,0,OrthogonalMatchingPursuit(),"('subject_15', 'subject_19', 'subject_29')"
error,0,Lasso(random_state=4231),"('subject_15', 'subject_19', 'subject_29')"
error,0,LassoLars(random_state=4231),"('subject_15', 'subject_19', 'subject_29')"
error,0,BayesianRidge(),"('subject_15', 'subject_19', 'subject_29')"
error,0,DummyRegressor(),"('subject_15', 'subject_19', 'subject_29')"
error,0,HuberRegressor(),"('subject_15', 'subject_19', 'subject_29')"
error,0,KNeighborsRegressor(n_jobs=-1),"('subject_15', 'subject_19', 'subject_29')"
error,0,DecisionTreeRegressor(random_state=4231),"('subject_15', 'subject_19', 'subject_29')"
error,0,PassiveAggressiveRegressor(random_state=4231),"('subject_15', 'subject_19', 'subject_29')"
error,0,"RandomForestRegressor(n_jobs=-1, random_state=6811)","('subject_15', 'subject_19', 'subject_3')"
error,0,GradientBoostingRegressor(random_state=6811),"('subject_15', 'subject_19', 'subject_3')"
error,0,LGBMRegressor(random_state=6811),"('subject_15', 'subject_19', 'subject_3')"
error,0,"ExtraTreesRegressor(n_jobs=-1, random_state=6811)","('subject_15', 'subject_19', 'subject_3')"
error,0,AdaBoostRegressor(random_state=6811),"('subject_15', 'subject_19', 'subject_3')"
error,0,LinearRegression(n_jobs=-1),"('subject_15', 'subject_19', 'subject_3')"
error,0,Ridge(random_state=6811),"('subject_15', 'subject_19', 'subject_3')"
error,0,OrthogonalMatchingPursuit(),"('subject_15', 'subject_19', 'subject_3')"
error,0,ElasticNet(random_state=6811),"('subject_15', 'subject_19', 'subject_3')"
error,0,LassoLars(random_state=6811),"('subject_15', 'subject_19', 'subject_3')"
error,0,Lasso(random_state=6811),"('subject_15', 'subject_19', 'subject_3')"
error,0,HuberRegressor(),"('subject_15', 'subject_19', 'subject_3')"
error,0,DummyRegressor(),"('subject_15', 'subject_19', 'subject_3')"
error,0,BayesianRidge(),"('subject_15', 'subject_19', 'subject_3')"
error,0,KNeighborsRegressor(n_jobs=-1),"('subject_15', 'subject_19', 'subject_3')"
error,0,Lars(random_state=6811),"('subject_15', 'subject_19', 'subject_3')"
error,0,DecisionTreeRegressor(random_state=6811),"('subject_15', 'subject_19', 'subject_3')"
error,0,PassiveAggressiveRegressor(random_state=6811),"('subject_15', 'subject_19', 'subject_3')"
error,0,"RandomForestRegressor(n_jobs=-1, random_state=2752)","('subject_15', 'subject_19', 'subject_33')"
error,0,GradientBoostingRegressor(random_state=2752),"('subject_15', 'subject_19', 'subject_33')"
error,0,AdaBoostRegressor(random_state=2752),"('subject_15', 'subject_19', 'subject_33')"
error,0,LGBMRegressor(random_state=2752),"('subject_15', 'subject_19', 'subject_33')"
error,0,"ExtraTreesRegressor(n_jobs=-1, random_state=2752)","('subject_15', 'subject_19', 'subject_33')"
error,0,LinearRegression(n_jobs=-1),"('subject_15', 'subject_19', 'subject_33')"
error,0,Ridge(random_state=2752),"('subject_15', 'subject_19', 'subject_33')"
error,0,ElasticNet(random_state=2752),"('subject_15', 'subject_19', 'subject_33')"
error,0,HuberRegressor(),"('subject_15', 'subject_19', 'subject_33')"
error,0,DummyRegressor(),"('subject_15', 'subject_19', 'subject_33')"
error,0,BayesianRidge(),"('subject_15', 'subject_19', 'subject_33')"
error,0,Lasso(random_state=2752),"('subject_15', 'subject_19', 'subject_33')"
error,0,LassoLars(random_state=2752),"('subject_15', 'subject_19', 'subject_33')"
error,0,OrthogonalMatchingPursuit(),"('subject_15', 'subject_19', 'subject_33')"
error,0,KNeighborsRegressor(n_jobs=-1),"('subject_15', 'subject_19', 'subject_33')"
error,0,DecisionTreeRegressor(random_state=2752),"('subject_15', 'subject_19', 'subject_33')"
error,0,PassiveAggressiveRegressor(random_state=2752),"('subject_15', 'subject_19', 'subject_33')"
error,0,Lars(random_state=2752),"('subject_15', 'subject_19', 'subject_33')"
error,0,"RandomForestRegressor(n_jobs=-1, random_state=4105)","('subject_15', 'subject_19', 'subject_5')"
error,0,GradientBoostingRegressor(random_state=4105),"('subject_15', 'subject_19', 'subject_5')"
error,0,LGBMRegressor(random_state=4105),"('subject_15', 'subject_19', 'subject_5')"
error,0,AdaBoostRegressor(random_state=4105),"('subject_15', 'subject_19', 'subject_5')"
error,0,"ExtraTreesRegressor(n_jobs=-1, random_state=4105)","('subject_15', 'subject_19', 'subject_5')"
error,0,LinearRegression(n_jobs=-1),"('subject_15', 'subject_19', 'subject_5')"
error,0,Ridge(random_state=4105),"('subject_15', 'subject_19', 'subject_5')"
error,0,Lars(random_state=4105),"('subject_15', 'subject_19', 'subject_5')"
error,0,OrthogonalMatchingPursuit(),"('subject_15', 'subject_19', 'subject_5')"
error,0,ElasticNet(random_state=4105),"('subject_15', 'subject_19', 'subject_5')"
error,0,BayesianRidge(),"('subject_15', 'subject_19', 'subject_5')"
error,0,Lasso(random_state=4105),"('subject_15', 'subject_19', 'subject_5')"
error,0,LassoLars(random_state=4105),"('subject_15', 'subject_19', 'subject_5')"
error,0,DummyRegressor(),"('subject_15', 'subject_19', 'subject_5')"
error,0,HuberRegressor(),"('subject_15', 'subject_19', 'subject_5')"
error,0,KNeighborsRegressor(n_jobs=-1),"('subject_15', 'subject_19', 'subject_5')"
error,0,PassiveAggressiveRegressor(random_state=4105),"('subject_15', 'subject_19', 'subject_5')"
error,0,DecisionTreeRegressor(random_state=4105),"('subject_15', 'subject_19', 'subject_5')"
error,0,"RandomForestRegressor(n_jobs=-1, random_state=2305)","('subject_15', 'subject_19', 'subject_6')"
error,0,LGBMRegressor(random_state=2305),"('subject_15', 'subject_19', 'subject_6')"
error,0,GradientBoostingRegressor(random_state=2305),"('subject_15', 'subject_19', 'subject_6')"
error,0,AdaBoostRegressor(random_state=2305),"('subject_15', 'subject_19', 'subject_6')"
error,0,"ExtraTreesRegressor(n_jobs=-1, random_state=2305)","('subject_15', 'subject_19', 'subject_6')"
error,0,LinearRegression(n_jobs=-1),"('subject_15', 'subject_19', 'subject_6')"
error,0,Ridge(random_state=2305),"('subject_15', 'subject_19', 'subject_6')"
error,0,Lars(random_state=2305),"('subject_15', 'subject_19', 'subject_6')"
error,0,OrthogonalMatchingPursuit(),"('subject_15', 'subject_19', 'subject_6')"
error,0,ElasticNet(random_state=2305),"('subject_15', 'subject_19', 'subject_6')"
error,0,Lasso(random_state=2305),"('subject_15', 'subject_19', 'subject_6')"
error,0,LassoLars(random_state=2305),"('subject_15', 'subject_19', 'subject_6')"
error,0,BayesianRidge(),"('subject_15', 'subject_19', 'subject_6')"
error,0,DummyRegressor(),"('subject_15', 'subject_19', 'subject_6')"
error,0,HuberRegressor(),"('subject_15', 'subject_19', 'subject_6')"
error,0,KNeighborsRegressor(n_jobs=-1),"('subject_15', 'subject_19', 'subject_6')"
error,0,DecisionTreeRegressor(random_state=2305),"('subject_15', 'subject_19', 'subject_6')"
error,0,PassiveAggressiveRegressor(random_state=2305),"('subject_15', 'subject_19', 'subject_6')"
error,0,"RandomForestRegressor(n_jobs=-1, random_state=6185)","('subject_15', 'subject_19', 'subject_7')"
error,0,GradientBoostingRegressor(random_state=6185),"('subject_15', 'subject_19', 'subject_7')"
error,0,LGBMRegressor(random_state=6185),"('subject_15', 'subject_19', 'subject_7')"
error,0,AdaBoostRegressor(random_state=6185),"('subject_15', 'subject_19', 'subject_7')"
error,0,"ExtraTreesRegressor(n_jobs=-1, random_state=6185)","('subject_15', 'subject_19', 'subject_7')"
error,0,LinearRegression(n_jobs=-1),"('subject_15', 'subject_19', 'subject_7')"
error,0,Ridge(random_state=6185),"('subject_15', 'subject_19', 'subject_7')"
error,0,Lars(random_state=6185),"('subject_15', 'subject_19', 'subject_7')"
error,0,OrthogonalMatchingPursuit(),"('subject_15', 'subject_19', 'subject_7')"
error,0,ElasticNet(random_state=6185),"('subject_15', 'subject_19', 'subject_7')"
error,0,Lasso(random_state=6185),"('subject_15', 'subject_19', 'subject_7')"
error,0,LassoLars(random_state=6185),"('subject_15', 'subject_19', 'subject_7')"
error,0,BayesianRidge(),"('subject_15', 'subject_19', 'subject_7')"
error,0,DummyRegressor(),"('subject_15', 'subject_19', 'subject_7')"
error,0,HuberRegressor(),"('subject_15', 'subject_19', 'subject_7')"
error,0,KNeighborsRegressor(n_jobs=-1),"('subject_15', 'subject_19', 'subject_7')"
error,0,DecisionTreeRegressor(random_state=6185),"('subject_15', 'subject_19', 'subject_7')"
error,0,PassiveAggressiveRegressor(random_state=6185),"('subject_15', 'subject_19', 'subject_7')"
error,0,"RandomForestRegressor(n_jobs=-1, random_state=4838)","('subject_15', 'subject_19', 'subject_8')"
error,0,GradientBoostingRegressor(random_state=4838),"('subject_15', 'subject_19', 'subject_8')"
error,0,LGBMRegressor(random_state=4838),"('subject_15', 'subject_19', 'subject_8')"
error,0,AdaBoostRegressor(random_state=4838),"('subject_15', 'subject_19', 'subject_8')"
error,0,"ExtraTreesRegressor(n_jobs=-1, random_state=4838)","('subject_15', 'subject_19', 'subject_8')"
error,0,LinearRegression(n_jobs=-1),"('subject_15', 'subject_19', 'subject_8')"
error,0,Ridge(random_state=4838),"('subject_15', 'subject_19', 'subject_8')"
error,0,Lars(random_state=4838),"('subject_15', 'subject_19', 'subject_8')"
error,0,OrthogonalMatchingPursuit(),"('subject_15', 'subject_19', 'subject_8')"
error,0,ElasticNet(random_state=4838),"('subject_15', 'subject_19', 'subject_8')"
error,0,Lasso(random_state=4838),"('subject_15', 'subject_19', 'subject_8')"
error,0,LassoLars(random_state=4838),"('subject_15', 'subject_19', 'subject_8')"
error,0,BayesianRidge(),"('subject_15', 'subject_19', 'subject_8')"
error,0,DummyRegressor(),"('subject_15', 'subject_19', 'subject_8')"
error,0,HuberRegressor(),"('subject_15', 'subject_19', 'subject_8')"
error,0,KNeighborsRegressor(n_jobs=-1),"('subject_15', 'subject_19', 'subject_8')"
error,0,PassiveAggressiveRegressor(random_state=4838),"('subject_15', 'subject_19', 'subject_8')"
error,0,DecisionTreeRegressor(random_state=4838),"('subject_15', 'subject_19', 'subject_8')"
error,0,"RandomForestRegressor(n_jobs=-1, random_state=497)","('subject_15', 'subject_19', 'subject_9')"
error,0,GradientBoostingRegressor(random_state=497),"('subject_15', 'subject_19', 'subject_9')"
error,0,LGBMRegressor(random_state=497),"('subject_15', 'subject_19', 'subject_9')"
error,0,"ExtraTreesRegressor(n_jobs=-1, random_state=497)","('subject_15', 'subject_19', 'subject_9')"
error,0,AdaBoostRegressor(random_state=497),"('subject_15', 'subject_19', 'subject_9')"
error,0,LinearRegression(n_jobs=-1),"('subject_15', 'subject_19', 'subject_9')"
error,0,Ridge(random_state=497),"('subject_15', 'subject_19', 'subject_9')"
error,0,Lars(random_state=497),"('subject_15', 'subject_19', 'subject_9')"
error,0,ElasticNet(random_state=497),"('subject_15', 'subject_19', 'subject_9')"
error,0,BayesianRidge(),"('subject_15', 'subject_19', 'subject_9')"
error,0,Lasso(random_state=497),"('subject_15', 'subject_19', 'subject_9')"
error,0,LassoLars(random_state=497),"('subject_15', 'subject_19', 'subject_9')"
error,0,HuberRegressor(),"('subject_15', 'subject_19', 'subject_9')"
error,0,DummyRegressor(),"('subject_15', 'subject_19', 'subject_9')"
error,0,OrthogonalMatchingPursuit(),"('subject_15', 'subject_19', 'subject_9')"
error,0,KNeighborsRegressor(n_jobs=-1),"('subject_15', 'subject_19', 'subject_9')"
error,0,DecisionTreeRegressor(random_state=497),"('subject_15', 'subject_19', 'subject_9')"
error,0,PassiveAggressiveRegressor(random_state=497),"('subject_15', 'subject_19', 'subject_9')"
error,0,"RandomForestRegressor(n_jobs=-1, random_state=7960)","('subject_15', 'subject_2', 'subject_20')"
error,0,LGBMRegressor(random_state=7960),"('subject_15', 'subject_2', 'subject_20')"
error,0,GradientBoostingRegressor(random_state=7960),"('subject_15', 'subject_2', 'subject_20')"
error,0,"ExtraTreesRegressor(n_jobs=-1, random_state=7960)","('subject_15', 'subject_2', 'subject_20')"
error,0,AdaBoostRegressor(random_state=7960),"('subject_15', 'subject_2', 'subject_20')"
error,0,LinearRegression(n_jobs=-1),"('subject_15', 'subject_2', 'subject_20')"
error,0,Ridge(random_state=7960),"('subject_15', 'subject_2', 'subject_20')"
error,0,ElasticNet(random_state=7960),"('subject_15', 'subject_2', 'subject_20')"
error,0,DummyRegressor(),"('subject_15', 'subject_2', 'subject_20')"
error,0,LassoLars(random_state=7960),"('subject_15', 'subject_2', 'subject_20')"
error,0,Lasso(random_state=7960),"('subject_15', 'subject_2', 'subject_20')"
error,0,OrthogonalMatchingPursuit(),"('subject_15', 'subject_2', 'subject_20')"
error,0,BayesianRidge(),"('subject_15', 'subject_2', 'subject_20')"
